987.2	1.23E-25
987.4	1.20E-25
987.6	1.18E-25
987.8	1.16E-25
988	1.14E-25
988.2	1.12E-25
988.4	1.10E-25
988.6	1.08E-25
988.8	1.06E-25
989	1.04E-25
989.2	1.03E-25
989.4	1.01E-25
989.6	9.98E-26
989.8	9.82E-26
990	9.66E-26
990.2	9.51E-26
990.4	9.36E-26
990.6	9.20E-26
990.8	9.06E-26
991	8.91E-26
991.2	8.77E-26
991.4	8.63E-26
991.6	8.49E-26
991.8	8.36E-26
992	8.23E-26
992.2	8.13E-26
992.4	8.03E-26
992.6	7.92E-26
992.8	7.82E-26
993	7.72E-26
993.2	7.61E-26
993.4	7.50E-26
993.6	7.40E-26
993.8	7.30E-26
994	7.20E-26
994.2	7.10E-26
994.4	7.01E-26
994.6	6.92E-26
994.8	6.83E-26
995	6.71E-26
995.2	6.62E-26
995.4	6.54E-26
995.6	6.45E-26
995.8	6.36E-26
996	6.28E-26
996.2	6.19E-26
996.4	6.10E-26
996.6	6.01E-26
996.8	5.92E-26
997	5.83E-26
997.2	5.75E-26
997.4	5.67E-26
997.6	5.58E-26
997.8	5.50E-26
998	5.42E-26
998.2	5.34E-26
998.4	5.26E-26
998.6	5.18E-26
998.8	5.10E-26
999	5.03E-26
999.2	4.96E-26
999.4	4.89E-26
999.6	4.82E-26
999.8	4.75E-26
1000	4.68E-26
1000.2	4.62E-26
1000.4	4.56E-26
1000.6	4.49E-26
1000.8	4.43E-26
1001	4.37E-26
1001.2	4.30E-26
1001.4	4.24E-26
1001.6	4.17E-26
1001.8	4.11E-26
1002	4.04E-26
1002.2	3.98E-26
1002.4	3.92E-26
1002.6	3.86E-26
1002.8	3.80E-26
1003	3.74E-26
1003.2	3.68E-26
1003.4	3.63E-26
1003.6	3.57E-26
1003.8	3.51E-26
1004	3.45E-26
1004.2	3.40E-26
1004.4	3.34E-26
1004.6	3.28E-26
1004.8	3.23E-26
1005	3.17E-26
1005.2	3.12E-26
1005.4	3.06E-26
1005.6	3.01E-26
1005.8	2.96E-26
1006	2.91E-26
1006.2	2.86E-26
1006.4	2.82E-26
1006.6	2.77E-26
1006.8	2.72E-26
1007	2.67E-26
1007.2	2.63E-26
1007.4	2.58E-26
1007.6	2.53E-26
1007.8	2.48E-26
1008	2.43E-26
1008.2	2.38E-26
1008.4	2.34E-26
1008.6	2.29E-26
1008.8	2.24E-26
1009	2.19E-26
1009.2	2.15E-26
1009.4	2.10E-26
1009.6	2.06E-26
1009.8	2.01E-26
1010	1.97E-26
1010.2	1.93E-26
1010.4	1.88E-26
1010.6	1.84E-26
1010.8	1.80E-26
1011	1.75E-26
1011.2	1.72E-26
1011.4	1.68E-26
1011.6	1.64E-26
1011.8	1.60E-26
1012	1.56E-26
1012.2	1.52E-26
1012.4	1.49E-26
1012.6	1.46E-26
1012.8	1.43E-26
1013	1.39E-26
1013.2	1.36E-26
1013.4	1.34E-26
1013.6	1.31E-26
1013.8	1.28E-26
1014	1.25E-26
1014.2	1.22E-26
1014.4	1.20E-26
1014.6	1.17E-26
1014.8	1.14E-26
1015	1.11E-26
1015.2	1.09E-26
1015.4	1.07E-26
1015.6	1.04E-26
1015.8	1.02E-26
1016	9.91E-27
1016.2	9.70E-27
1016.4	9.48E-27
1016.6	9.26E-27
1016.8	9.04E-27
1017	8.82E-27
1017.2	8.64E-27
1017.4	8.46E-27
1017.6	8.27E-27
1017.8	8.09E-27
1018	7.90E-27
1018.2	7.74E-27
1018.4	7.58E-27
1018.6	7.41E-27
1018.8	7.25E-27
1019	7.09E-27
1019.2	6.94E-27
1019.4	6.79E-27
1019.6	6.64E-27
1019.8	6.49E-27
1020	6.34E-27
1020.2	6.21E-27
1020.4	6.08E-27
1020.6	5.95E-27
1020.8	5.82E-27
1021	5.69E-27
1021.2	5.57E-27
1021.4	5.44E-27
1021.6	5.32E-27
1021.8	5.20E-27
1022	5.08E-27
1022.2	4.97E-27
1022.4	4.87E-27
1022.6	4.77E-27
1022.8	4.67E-27
1023	4.57E-27
1023.2	4.47E-27
1023.4	4.37E-27
1023.6	4.28E-27
1023.8	4.18E-27
1024	4.09E-27
1024.2	4.01E-27
1024.4	3.92E-27
1024.6	3.84E-27
1024.8	3.76E-27
1025	3.68E-27
1025.2	3.60E-27
1025.4	3.52E-27
1025.6	3.43E-27
1025.8	3.35E-27
1026	3.27E-27
1026.2	3.20E-27
1026.4	3.13E-27
1026.6	3.07E-27
1026.8	3.00E-27
1027	2.93E-27
1027.2	2.88E-27
1027.4	2.83E-27
1027.6	2.79E-27
1027.8	2.74E-27
1028	2.69E-27
1028.2	2.65E-27
1028.4	2.61E-27
1028.6	2.57E-27
1028.8	2.53E-27
1029	2.49E-27
1029.2	2.44E-27
1029.4	2.39E-27
1029.6	2.34E-27
1029.8	2.30E-27
1030	2.25E-27
1030.2	2.20E-27
1030.4	2.15E-27
1030.6	2.11E-27
1030.8	2.06E-27
1031	2.01E-27
1031.2	1.97E-27
1031.4	1.93E-27
1031.6	1.89E-27
1031.8	1.85E-27
1032	1.81E-27
1032.2	1.79E-27
1032.4	1.76E-27
1032.6	1.74E-27
1032.8	1.72E-27
1033	1.70E-27
1033.2	1.68E-27
1033.4	1.65E-27
1033.6	1.62E-27
1033.8	1.59E-27
1034	1.57E-27
1034.2	1.54E-27
1034.4	1.51E-27
1034.6	1.49E-27
1034.8	1.46E-27
1035	1.43E-27
1035.2	1.40E-27
1035.4	1.36E-27
1035.6	1.33E-27
1035.8	1.29E-27
1036	1.26E-27
1036.2	1.23E-27
1036.4	1.19E-27
1036.6	1.16E-27
1036.8	1.12E-27
1037	1.09E-27
1037.2	1.08E-27
1037.4	1.06E-27
1037.6	1.05E-27
1037.8	1.04E-27
1038	1.02E-27
1038.2	1.02E-27
1038.4	1.02E-27
1038.6	1.02E-27
1038.8	1.02E-27
1039	1.02E-27
1039.2	1.04E-27
1039.4	1.05E-27
1039.6	1.06E-27
1039.8	1.08E-27
1040	1.09E-27
1040.2	1.09E-27
1040.4	1.09E-27
1040.6	1.09E-27
1040.8	1.09E-27
1041	1.09E-27
1041.2	1.08E-27
1041.4	1.06E-27
1041.6	1.05E-27
1041.8	1.04E-27
1042	1.02E-27
1042.2	9.95E-28
1042.4	9.68E-28
1042.6	9.40E-28
1042.8	9.13E-28
1043	8.86E-28
1043.2	8.59E-28
1043.4	8.31E-28
1043.6	8.04E-28
1043.8	7.77E-28
1044	7.50E-28
1044.2	7.43E-28
1044.4	7.36E-28
1044.6	7.29E-28
1044.8	7.22E-28
1045	7.15E-28
1045.2	7.02E-28
1045.4	6.88E-28
1045.6	6.75E-28
1045.8	6.61E-28
1046	6.47E-28
1046.2	6.54E-28
1046.4	6.61E-28
1046.6	6.68E-28
1046.8	6.75E-28
1047	6.81E-28
1047.2	6.95E-28
1047.4	7.09E-28
1047.6	7.22E-28
1047.8	7.36E-28
1048	7.50E-28
1048.2	7.50E-28
1048.4	7.50E-28
1048.6	7.50E-28
1048.8	7.50E-28
1049	7.50E-28
1049.2	7.50E-28
1049.4	7.50E-28
1049.6	7.50E-28
1049.8	7.50E-28
1050	0.00E+00
