0.000000916;5.3368E-28;
0.000000918;2.209E-27;
0.00000092;4.1884E-27;
0.000000922;6.6523E-27;
0.000000924;1.5039E-27;
0.000000926;1.9443E-27;
0.000000928;3.206E-27;
0.00000093;4.3903E-28;
0.000000932;2.5115E-27;
0.000000934;4.6696E-27;
0.000000936;5.0596E-27;
0.000000938;4.4494E-27;
0.00000094;4.3494E-27;
0.000000942;5.1453E-27;
0.000000944;7.1773E-27;
0.000000946;8.0321E-27;
0.000000948;1.0648E-26;
0.00000095;1.3404E-26;
0.000000952;1.7864E-26;
0.000000954;2.9506E-26;
0.000000956;4.1532E-26;
0.000000958;5.5392E-26;
0.00000096;7.6729E-26;
0.000000962;9.9861E-26;
0.000000964;1.2134E-25;
0.000000966;1.4648E-25;
0.000000968;1.6615E-25;
0.00000097;1.8708E-25;
0.000000972;2.0683E-25;
0.000000974;2.2975E-25;
0.000000976;2.538E-25;
0.000000978;2.5462E-25;
0.00000098;2.3475E-25;
0.000000982;2.0429E-25;
0.000000984;1.7141E-25;
0.000000986;1.4133E-25;
0.000000988;1.1589E-25;
0.00000099;9.7062E-26;
0.000000992;8.3596E-26;
0.000000994;7.4072E-26;
0.000000996;6.1539E-26;
0.000000998;5.6012E-26;
0.000001;4.8155E-26;
0.000001002;4.0047E-26;
0.000001004;3.4984E-26;
0.000001006;2.7679E-26;
0.000001008;2.376E-26;
0.00000101;1.8519E-26;
0.000001012;1.6145E-26;
0.000001014;1.1724E-26;
0.000001016;7.9756E-27;
0.000001018;6.0793E-27;
0.00000102;5.7954E-27;
0.000001022;4.6266E-27;
0.000001024;3.2838E-27;
0.000001026;1.7443E-27;
0.000001028;2.1663E-27;
0.00000103;2.2802E-28;
0.000001032;2.2755E-27;
0.000001034;8.8696E-28;
0.000001036;5.2862E-28;
0.000001038;8.1622E-29;
